Gene	TP-EFF_580007-checked-ARG-host_cov_col_10	YL-AS_578825-checked-ARG-host_cov_col_10	SWH-AS_577324-checked-ARG-host_cov_col_10	SWH-IN_578335-checked-ARG-host_cov_col_10	YL-EFF_579475-checked-ARG-host_cov_col_10	ST-IN_577286-checked-ARG-host_cov_col_10	ST-AS_578410-checked-ARG-host_cov_col_10	SK-IN_578754-checked-ARG-host_cov_col_10	ST-ADS_579814-checked-ARG-host_cov_col_10	TP-IN_577697-checked-ARG-host_cov_col_10	TP-AS_578565-checked-ARG-host_cov_col_10	ST-EEF_579967-checked-ARG-host_cov_col_10	SWH-EFF_579360-checked-ARG-host_cov_col_10	YL-IN_577304-ARG-host_cov_col_10	SK-EFF_577737-checked-ARG-host_cov_col_10	SWH-ADS_577436-checked-ARG-host_cov_col_10	STL-EFF_577476-checked-ARG-host_cov_col_10	STL-AS_579739-checked-ARG-host_cov_col_10	SK-AS_579852-checked-ARG-host_cov_col_10	YL-ADS_577288-checked-ARG-host_cov_col_10	TP-ADS_743148-checked-ARG-host_cov_col_10	STL-IN_578603-checked-ARG-host_cov_col_10
f__Obscuribacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3132343	0.0	0.0	0.0	0.0	0.0	0.0
f__Burkholderiaceae_C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9321976	0.0	0.0	0.0	0.0	0.0
f__Casimicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.307669	0.0	0.0	0.0	0.0
f__Syntrophomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.113731	0.0	19.148507	0.0	0.0	0.0	4.0065956	0.0	0.0
f__Flavobacteriaceae	0.0	0.0	0.0	0.0	63.71918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.678389	0.0	0.0	0.0	0.0	7.434051
f__GCA-002722245	2.0995991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__JAGPMH01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.88196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Rhodanobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470586	0.0	0.0	0.0	0.0	0.0	11.247307	0.0	0.0	0.0	0.0	0.0
f__Xanthobacteraceae	0.0	0.0	0.0	5.157024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.386901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Sedimentibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5245266	0.0	0.0	0.0	0.0	0.0	0.0
f__Burkholderiaceae	0.0	0.0	0.0	9.360289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4876127	0.0	0.0	0.0	0.0	0.0
f__Pseudohongiellaceae	0.0	0.0	0.0	0.0	4.368305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Streptococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.326485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Ga0077539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8949564	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Legionellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.383041	0.0	0.0	0.0	0.0	0.0
f__Prolixibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.445786	0.0	0.0
f__Polyangiaceae	4.7015767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__UBA9214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.325873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Nitrospiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4481	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Gemmatimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3136945	0.0	0.0	0.0	0.0
f__JAFGJZ01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.317213	0.0
f__Ketobacteraceae	4.3190365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Bacillaceae_G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.358891	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Turneriellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4154377	0.0	0.0	0.0	0.0
f__UBA9320	3.3489616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Crocinitomicaceae	0.0	0.0	0.0	0.0	16.178022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Francisellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3438745	0.0	0.0	0.0	0.0	0.0
f__Zapsychraceae	4.2544127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Filifactoraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.942905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Brevibacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.322656	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__PWPN01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8328713	0.0	0.0	0.0	0.0	0.0	0.0
f__CAITNM01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1883028	0.0	0.0	0.0	0.0	0.0
f__Atribacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7983806	0.0	0.0	0.0	0.0	0.0	0.0
f__Burkholderiaceae_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0885987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__Paludibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.956052	0.0	0.0	0.0	0.0	0.0	0.0
f__CG2-30-32-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1342826	0.0	0.0	0.0	0.0	0.0	0.0
f__Enterococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.535048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f__UBA8958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1256504	0.0	0.0	0.0	0.0	0.0	0.0
