Gene	TP-EFF_580007-checked-ARG-host_cov_col_12	YL-AS_578825-checked-ARG-host_cov_col_12	SWH-AS_577324-checked-ARG-host_cov_col_12	SWH-IN_578335-checked-ARG-host_cov_col_12	YL-EFF_579475-checked-ARG-host_cov_col_12	ST-IN_577286-checked-ARG-host_cov_col_12	ST-AS_578410-checked-ARG-host_cov_col_12	SK-IN_578754-checked-ARG-host_cov_col_12	ST-ADS_579814-checked-ARG-host_cov_col_12	TP-IN_577697-checked-ARG-host_cov_col_12	TP-AS_578565-checked-ARG-host_cov_col_12	ST-EEF_579967-checked-ARG-host_cov_col_12	SWH-EFF_579360-checked-ARG-host_cov_col_12	YL-IN_577304-ARG-host_cov_col_12	SK-EFF_577737-checked-ARG-host_cov_col_12	SWH-ADS_577436-checked-ARG-host_cov_col_12	STL-EFF_577476-checked-ARG-host_cov_col_12	STL-AS_579739-checked-ARG-host_cov_col_12	SK-AS_579852-checked-ARG-host_cov_col_12	YL-ADS_577288-checked-ARG-host_cov_col_12	TP-ADS_743148-checked-ARG-host_cov_col_12	STL-IN_578603-checked-ARG-host_cov_col_12
g__Parabacteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347802	0.0	0.0	0.0	0.0	0.0	0.0
g__Thermomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.525698	0.0	0.0	0.0	0.0
g__UBA1413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.445786	0.0	0.0
g__JACKEA01	4.7015767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Gemmobacter	0.0	0.0	0.0	7.0411515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Flavobacterium	0.0	0.0	0.0	0.0	63.71918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.678389	0.0	0.0	0.0	0.0	7.434051
g__Fibro-01	0.0	0.0	0.0	0.0	0.0	3.0621603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__UBA9214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.325873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Xanthobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.386901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Streptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.326485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Nitrospira_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4481	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__UBA1368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.113731	0.0	7.819028	0.0	0.0	0.0	0.0	0.0	0.0
g__Sterolibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5770202	0.0	0.0	0.0	0.0	0.0
g__SCN-70-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3136945	0.0	0.0	0.0	0.0
g__Ch67	4.3190365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Amaricoccus	0.0	0.0	0.0	6.369921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Agathobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.36929	0.0	0.0	0.0	0.0	0.0	5.8753138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Gottfriedia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.358891	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__PHAA01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.329479	0.0	0.0	0.0	0.0	0.0	0.0
g__Turneriella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4154377	0.0	0.0	0.0	0.0
g__JAFLCL01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4987903	0.0	0.0	0.0
g__VMDK01	3.3489616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Rubrivivax	0.0	5.876338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.8175335	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__P52-10	0.0	0.0	0.0	5.157024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Fluviicola	0.0	0.0	0.0	0.0	16.178022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Moraxella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.479207	0.0	26.932991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Aquisediminimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8487663	0.0	0.0	0.0	0.0	0.0	0.0
g__Caedibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3438745	0.0	0.0	0.0	0.0	0.0
g__Tabrizicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.723633	0.0	0.0	0.0
g__JAGOSC01	4.2544127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Psychrobacter	0.0	0.0	0.0	5.09817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__JACSRF01	3.7114046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Acetoanaerobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.942905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__JAEUMG01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.053468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Brevibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.322656	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Pseudoxanthomonas_A	0.0	0.0	0.0	7.9781895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__CAITNM01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1883028	0.0	0.0	0.0	0.0	0.0
g__Sphaerotilus	0.0	0.0	0.0	27.596607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Sutterella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0885987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Novosphingobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3857858	0.0	0.0	0.0	0.0	0.0	0.0
g__Chelonobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.441243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Atribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7983806	0.0	0.0	0.0	0.0	0.0	0.0
g__JADYYQ01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4876127	0.0	0.0	0.0	0.0	0.0
g__Enterococcus_F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.535048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__UPXZ01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.956052	0.0	0.0	0.0	0.0	0.0	0.0
g__CAINEZ01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1342826	0.0	0.0	0.0	0.0	0.0	0.0
g__UBA8958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1256504	0.0	0.0	0.0	0.0	0.0	0.0
